"NOMBRE_CAMPO","NEMONICO","TIPO","LONGITUD","RANGO_CLAVES"
"Vehículo(s) robado(s) perteneciente(s) al hogar","AP6_5_01","Numérico",1,"9"
"Vehículo(s) robado(s) perteneciente(s) al hogar","AP6_5_01","Numérico",1,"b"
"Número de veces hogar víctima de robo total de vehículo","AP6_6_01","Numérico",2,"01,…,99"
"Número de veces hogar víctima de robo total de vehículo","AP6_6_01","Numérico",2,"b"
"Hogar víctima de robo parcial de vehículo","AP6_4_02","Numérico",1,"1"
"Hogar víctima de robo parcial de vehículo","AP6_4_02","Numérico",1,"2"
"Hogar víctima de robo parcial de vehículo","AP6_4_02","Numérico",1,"9"
"Vehículo(s) robados parcialmente perteneciente(s) al hogar","AP6_5_02","Numérico",1,"1"
"Vehículo(s) robados parcialmente perteneciente(s) al hogar","AP6_5_02","Numérico",1,"2"
"Vehículo(s) robados parcialmente perteneciente(s) al hogar","AP6_5_02","Numérico",1,"9"
"Vehículo(s) robados parcialmente perteneciente(s) al hogar","AP6_5_02","Numérico",1,"b"
"Número de veces hogar víctima de robo parcial de vehículo","AP6_6_02","Numérico",2,"01,…,99"
"Número de veces hogar víctima de robo parcial de vehículo","AP6_6_02","Numérico",2,"b"
"Hogar víctima de grafiti o vandalismo","AP6_4_03","Numérico",1,"1"
"Hogar víctima de grafiti o vandalismo","AP6_4_03","Numérico",1,"2"
"Hogar víctima de grafiti o vandalismo","AP6_4_03","Numérico",1,"9"
"Número de veces hogar víctima de grafiti o vandalismo","AP6_6_03","Numérico",2,"01,…,99 "
"Número de veces hogar víctima de grafiti o vandalismo","AP6_6_03","Numérico",2,"b"
"Hogar víctima de robo a casa-habitación","AP6_4_04","Numérico",1,"1"
"Hogar víctima de robo a casa-habitación","AP6_4_04","Numérico",1,"2"
"Hogar víctima de robo a casa-habitación","AP6_4_04","Numérico",1,"9"
"Número de veces hogar víctima de robo a casa-habitación","AP6_6_04","Numérico",2,"01,…,99"
"Número de veces hogar víctima de robo a casa-habitación","AP6_6_04","Numérico",2,"b"
"Integrante del hogar o informante víctima de delito del grupo B","AP6_7","Numérico",1,"1"
"Integrante del hogar o informante víctima de delito del grupo B","AP6_7","Numérico",1,"2"
"Integrante del hogar o informante víctima de delito del grupo B","AP6_7","Numérico",1,"9"
"Víctimas del hogar menores de edad de delitos del grupo B ","AP6_8","Numérico",1,"1"
"Víctimas del hogar menores de edad de delitos del grupo B ","AP6_8","Numérico",1,"2"
"Víctimas del hogar menores de edad de delitos del grupo B ","AP6_8","Numérico",1,"3"
"Víctimas del hogar menores de edad de delitos del grupo B ","AP6_8","Numérico",1,"9"
"Víctimas del hogar menores de edad de delitos del grupo B ","AP6_8","Numérico",1,"b"
"Hogar víctima de secuestro antes de 2024","AP6_9","Numérico",1,"1"
"Hogar víctima de secuestro antes de 2024","AP6_9","Numérico",1,"2"
"Hogar víctima de secuestro antes de 2024","AP6_9","Numérico",1,"9"
"Hogar víctima de secuestro 2024","AP6_10_1","Numérico",1,"1"
"Hogar víctima de secuestro 2024","AP6_10_1","Numérico",1,"2"
"Hogar víctima de secuestro 2024","AP6_10_1","Numérico",1,"9"
"Número de integrantes víctimas de secuestro","AP6_10_2","Numérico",2,"01,…,30"
"Número de integrantes víctimas de secuestro","AP6_10_2","Numérico",2,"b"
"Compartía alimentos persona 1 víctima de secuestro ","AP6_11_1","Numérico",1,"1"
"Compartía alimentos persona 1 víctima de secuestro ","AP6_11_1","Numérico",1,"2"
"Compartía alimentos persona 1 víctima de secuestro ","AP6_11_1","Numérico",1,"9"
"Compartía alimentos persona 1 víctima de secuestro ","AP6_11_1","Numérico",1,"b"
"Número de veces víctima de secuestro, persona 1","AP6_12_1","Numérico",1,"1,…,4"
"Número de veces víctima de secuestro, persona 1","AP6_12_1","Numérico",1,"b"
"Duración primer secuestro persona 1","AP6_13_1_1","Numérico",1,"1"
"Duración primer secuestro persona 1","AP6_13_1_1","Numérico",1,"2"
"Duración primer secuestro persona 1","AP6_13_1_1","Numérico",1,"3"
"Duración primer secuestro persona 1","AP6_13_1_1","Numérico",1,"4"
"Duración primer secuestro persona 1","AP6_13_1_1","Numérico",1,"5"
"Duración primer secuestro persona 1","AP6_13_1_1","Numérico",1,"6"
"Duración primer secuestro persona 1","AP6_13_1_1","Numérico",1,"9"
"Duración primer secuestro persona 1","AP6_13_1_1","Numérico",1,"b"
"Duración segundo secuestro persona 1","AP6_13_1_2","Numérico",1,"1"
"Duración segundo secuestro persona 1","AP6_13_1_2","Numérico",1,"2"
"Duración segundo secuestro persona 1","AP6_13_1_2","Numérico",1,"3"
"Duración segundo secuestro persona 1","AP6_13_1_2","Numérico",1,"4"
"Duración segundo secuestro persona 1","AP6_13_1_2","Numérico",1,"5"
"Duración segundo secuestro persona 1","AP6_13_1_2","Numérico",1,"6"
"Duración segundo secuestro persona 1","AP6_13_1_2","Numérico",1,"9"
"Duración segundo secuestro persona 1","AP6_13_1_2","Numérico",1,"b"
"Duración tercer secuestro persona 1","AP6_13_1_3","Numérico",1,"1"
"Duración tercer secuestro persona 1","AP6_13_1_3","Numérico",1,"2"
"Duración tercer secuestro persona 1","AP6_13_1_3","Numérico",1,"3"
"Duración tercer secuestro persona 1","AP6_13_1_3","Numérico",1,"4"
"Duración tercer secuestro persona 1","AP6_13_1_3","Numérico",1,"5"
"Duración tercer secuestro persona 1","AP6_13_1_3","Numérico",1,"6"
"Duración tercer secuestro persona 1","AP6_13_1_3","Numérico",1,"9"
"Duración tercer secuestro persona 1","AP6_13_1_3","Numérico",1,"b"
"Duración cuarto secuestro persona 1","AP6_13_1_4","Numérico",1,"1"
"Duración cuarto secuestro persona 1","AP6_13_1_4","Numérico",1,"2"
"Duración cuarto secuestro persona 1","AP6_13_1_4","Numérico",1,"3"
"Duración cuarto secuestro persona 1","AP6_13_1_4","Numérico",1,"4"
"Duración cuarto secuestro persona 1","AP6_13_1_4","Numérico",1,"5"
"Duración cuarto secuestro persona 1","AP6_13_1_4","Numérico",1,"6"
"Duración cuarto secuestro persona 1","AP6_13_1_4","Numérico",1,"9"
"Duración cuarto secuestro persona 1","AP6_13_1_4","Numérico",1,"b"
"Compartía alimentos persona 2 víctima de secuestro","AP6_11_2","Numérico",1,"1"
"Compartía alimentos persona 2 víctima de secuestro","AP6_11_2","Numérico",1,"2"
"Compartía alimentos persona 2 víctima de secuestro","AP6_11_2","Numérico",1,"9"
"Compartía alimentos persona 2 víctima de secuestro","AP6_11_2","Numérico",1,"b"
"Número de veces víctima de secuestro, persona 2","AP6_12_2","Numérico",1,"1,…,4"
"Número de veces víctima de secuestro, persona 2","AP6_12_2","Numérico",1,"b"
"Duración primer secuestro persona 2","AP6_13_2_1","Numérico",1,"1"
"Duración primer secuestro persona 2","AP6_13_2_1","Numérico",1,"2"
"Duración primer secuestro persona 2","AP6_13_2_1","Numérico",1,"3"
"Duración primer secuestro persona 2","AP6_13_2_1","Numérico",1,"4"
"Duración primer secuestro persona 2","AP6_13_2_1","Numérico",1,"5"
"Duración primer secuestro persona 2","AP6_13_2_1","Numérico",1,"6"
"Duración primer secuestro persona 2","AP6_13_2_1","Numérico",1,"9"
"Duración primer secuestro persona 2","AP6_13_2_1","Numérico",1,"b"
"Duración segundo secuestro persona 2","AP6_13_2_2","Numérico",1,"1"
"Duración segundo secuestro persona 2","AP6_13_2_2","Numérico",1,"2"
"Duración segundo secuestro persona 2","AP6_13_2_2","Numérico",1,"3"
"Duración segundo secuestro persona 2","AP6_13_2_2","Numérico",1,"4"
"Duración segundo secuestro persona 2","AP6_13_2_2","Numérico",1,"5"
"Duración segundo secuestro persona 2","AP6_13_2_2","Numérico",1,"6"
"Duración segundo secuestro persona 2","AP6_13_2_2","Numérico",1,"9"
"Duración segundo secuestro persona 2","AP6_13_2_2","Numérico",1,"b"
"Duración tercer secuestro persona 2","AP6_13_2_3","Numérico",1,"1"
"Duración tercer secuestro persona 2","AP6_13_2_3","Numérico",1,"2"
"Duración tercer secuestro persona 2","AP6_13_2_3","Numérico",1,"3"
"Duración tercer secuestro persona 2","AP6_13_2_3","Numérico",1,"4"
"Duración tercer secuestro persona 2","AP6_13_2_3","Numérico",1,"5"
"Duración tercer secuestro persona 2","AP6_13_2_3","Numérico",1,"6"
"Duración tercer secuestro persona 2","AP6_13_2_3","Numérico",1,"9"
"Duración tercer secuestro persona 2","AP6_13_2_3","Numérico",1,"b"
"Duración cuarto secuestro persona 2","AP6_13_2_4","Numérico",1,"1"
"Duración cuarto secuestro persona 2","AP6_13_2_4","Numérico",1,"2"
"Duración cuarto secuestro persona 2","AP6_13_2_4","Numérico",1,"3"
"Duración cuarto secuestro persona 2","AP6_13_2_4","Numérico",1,"4"
"Duración cuarto secuestro persona 2","AP6_13_2_4","Numérico",1,"5"
"Duración cuarto secuestro persona 2","AP6_13_2_4","Numérico",1,"6"
"Duración cuarto secuestro persona 2","AP6_13_2_4","Numérico",1,"9"
"Duración cuarto secuestro persona 2","AP6_13_2_4","Numérico",1,"b"
"Compartía alimentos persona 3 víctima de secuestro","AP6_11_3","Numérico",1,"1"
"Compartía alimentos persona 3 víctima de secuestro","AP6_11_3","Numérico",1,"2"
"Compartía alimentos persona 3 víctima de secuestro","AP6_11_3","Numérico",1,"9"
"Compartía alimentos persona 3 víctima de secuestro","AP6_11_3","Numérico",1,"b"
"Número de veces víctima de secuestro, persona 3","AP6_12_3","Numérico",1,"1,…,4"
"Número de veces víctima de secuestro, persona 3","AP6_12_3","Numérico",1,"b"
"Duración primer secuestro persona 3","AP6_13_3_1","Numérico",1,"1"
"Duración primer secuestro persona 3","AP6_13_3_1","Numérico",1,"2"
"Duración primer secuestro persona 3","AP6_13_3_1","Numérico",1,"3"
"Duración primer secuestro persona 3","AP6_13_3_1","Numérico",1,"4"
"Duración primer secuestro persona 3","AP6_13_3_1","Numérico",1,"5"
"Duración primer secuestro persona 3","AP6_13_3_1","Numérico",1,"6"
"Duración primer secuestro persona 3","AP6_13_3_1","Numérico",1,"9"
"Duración primer secuestro persona 3","AP6_13_3_1","Numérico",1,"b"
"Duración segundo secuestro persona 3","AP6_13_3_2","Numérico",1,"1"
"Duración segundo secuestro persona 3","AP6_13_3_2","Numérico",1,"2"
"Duración segundo secuestro persona 3","AP6_13_3_2","Numérico",1,"3"
"Duración segundo secuestro persona 3","AP6_13_3_2","Numérico",1,"4"
"Duración segundo secuestro persona 3","AP6_13_3_2","Numérico",1,"5"
"Duración segundo secuestro persona 3","AP6_13_3_2","Numérico",1,"6"
"Duración segundo secuestro persona 3","AP6_13_3_2","Numérico",1,"9"
"Duración segundo secuestro persona 3","AP6_13_3_2","Numérico",1,"b"
"Duración tercer secuestro persona 3","AP6_13_3_3","Numérico",1,"1"
"Duración tercer secuestro persona 3","AP6_13_3_3","Numérico",1,"2"
"Duración tercer secuestro persona 3","AP6_13_3_3","Numérico",1,"3"
"Duración tercer secuestro persona 3","AP6_13_3_3","Numérico",1,"4"
"Duración tercer secuestro persona 3","AP6_13_3_3","Numérico",1,"5"
"Duración tercer secuestro persona 3","AP6_13_3_3","Numérico",1,"6"
"Duración tercer secuestro persona 3","AP6_13_3_3","Numérico",1,"9"
"Duración tercer secuestro persona 3","AP6_13_3_3","Numérico",1,"b"
"Duración cuarto secuestro persona 3","AP6_13_3_4","Numérico",1,"1"
"Duración cuarto secuestro persona 3","AP6_13_3_4","Numérico",1,"2"
"Duración cuarto secuestro persona 3","AP6_13_3_4","Numérico",1,"3"
"Duración cuarto secuestro persona 3","AP6_13_3_4","Numérico",1,"4"
"Duración cuarto secuestro persona 3","AP6_13_3_4","Numérico",1,"5"
"Duración cuarto secuestro persona 3","AP6_13_3_4","Numérico",1,"6"
"Duración cuarto secuestro persona 3","AP6_13_3_4","Numérico",1,"9"
"Duración cuarto secuestro persona 3","AP6_13_3_4","Numérico",1,"b"
"Compartía alimentos persona 4 víctima de secuestro","AP6_11_4","Numérico",1,"1"
"Compartía alimentos persona 4 víctima de secuestro","AP6_11_4","Numérico",1,"2"
"Compartía alimentos persona 4 víctima de secuestro","AP6_11_4","Numérico",1,"9"
"Compartía alimentos persona 4 víctima de secuestro","AP6_11_4","Numérico",1,"b"
"Número de veces víctima de secuestro, persona 4","AP6_12_4","Numérico",1,"1,…,4"
"Número de veces víctima de secuestro, persona 4","AP6_12_4","Numérico",1,"b"
"Duración primer secuestro persona 4","AP6_13_4_1","Numérico",1,"1"
"Duración primer secuestro persona 4","AP6_13_4_1","Numérico",1,"2"
"Duración primer secuestro persona 4","AP6_13_4_1","Numérico",1,"3"
"Duración primer secuestro persona 4","AP6_13_4_1","Numérico",1,"4"
"Duración primer secuestro persona 4","AP6_13_4_1","Numérico",1,"5"
"Duración primer secuestro persona 4","AP6_13_4_1","Numérico",1,"6"
"Duración primer secuestro persona 4","AP6_13_4_1","Numérico",1,"9"
"Duración primer secuestro persona 4","AP6_13_4_1","Numérico",1,"b"
"Duración segundo secuestro persona 4","AP6_13_4_2","Numérico",1,"1"
"Duración segundo secuestro persona 4","AP6_13_4_2","Numérico",1,"2"
"Duración segundo secuestro persona 4","AP6_13_4_2","Numérico",1,"3"
"Duración segundo secuestro persona 4","AP6_13_4_2","Numérico",1,"4"
"Duración segundo secuestro persona 4","AP6_13_4_2","Numérico",1,"5"
"Duración segundo secuestro persona 4","AP6_13_4_2","Numérico",1,"6"
"Duración segundo secuestro persona 4","AP6_13_4_2","Numérico",1,"9"
"Duración segundo secuestro persona 4","AP6_13_4_2","Numérico",1,"b"
"Duración tercer secuestro persona 4","AP6_13_4_3","Numérico",1,"1"
"Duración tercer secuestro persona 4","AP6_13_4_3","Numérico",1,"2"
"Duración tercer secuestro persona 4","AP6_13_4_3","Numérico",1,"3"
"Duración tercer secuestro persona 4","AP6_13_4_3","Numérico",1,"4"
"Duración tercer secuestro persona 4","AP6_13_4_3","Numérico",1,"5"
"Duración tercer secuestro persona 4","AP6_13_4_3","Numérico",1,"6"
"Duración tercer secuestro persona 4","AP6_13_4_3","Numérico",1,"9"
"Duración tercer secuestro persona 4","AP6_13_4_3","Numérico",1,"b"
"Duración cuarto secuestro persona 4","AP6_13_4_4","Numérico",1,"1"
"Duración cuarto secuestro persona 4","AP6_13_4_4","Numérico",1,"2"
"Duración cuarto secuestro persona 4","AP6_13_4_4","Numérico",1,"3"
"Duración cuarto secuestro persona 4","AP6_13_4_4","Numérico",1,"4"
"Duración cuarto secuestro persona 4","AP6_13_4_4","Numérico",1,"5"
"Duración cuarto secuestro persona 4","AP6_13_4_4","Numérico",1,"6"
"Duración cuarto secuestro persona 4","AP6_13_4_4","Numérico",1,"9"
"Duración cuarto secuestro persona 4","AP6_13_4_4","Numérico",1,"b"
"Compartía alimentos persona 5 víctima de secuestro","AP6_11_5","Numérico",1,"1"
"Compartía alimentos persona 5 víctima de secuestro","AP6_11_5","Numérico",1,"2"
"Compartía alimentos persona 5 víctima de secuestro","AP6_11_5","Numérico",1,"9"
"Compartía alimentos persona 5 víctima de secuestro","AP6_11_5","Numérico",1,"b"
"Número de veces víctima de secuestro, persona 5","AP6_12_5","Numérico",1,"1,…,4"
"Número de veces víctima de secuestro, persona 5","AP6_12_5","Numérico",1,"b"
"Duración primer secuestro persona 5","AP6_13_5_1","Numérico",1,"1"
"Duración primer secuestro persona 5","AP6_13_5_1","Numérico",1,"2"
"Duración primer secuestro persona 5","AP6_13_5_1","Numérico",1,"3"
"Duración primer secuestro persona 5","AP6_13_5_1","Numérico",1,"4"
"Duración primer secuestro persona 5","AP6_13_5_1","Numérico",1,"5"
"Duración primer secuestro persona 5","AP6_13_5_1","Numérico",1,"6"
"Duración primer secuestro persona 5","AP6_13_5_1","Numérico",1,"9"
"Duración primer secuestro persona 5","AP6_13_5_1","Numérico",1,"b"
"Duración segundo secuestro persona 5","AP6_13_5_2","Numérico",1,"1"
"Duración segundo secuestro persona 5","AP6_13_5_2","Numérico",1,"2"
"Duración segundo secuestro persona 5","AP6_13_5_2","Numérico",1,"3"
"Duración segundo secuestro persona 5","AP6_13_5_2","Numérico",1,"4"
"Duración segundo secuestro persona 5","AP6_13_5_2","Numérico",1,"5"
"Duración segundo secuestro persona 5","AP6_13_5_2","Numérico",1,"6"
"Duración segundo secuestro persona 5","AP6_13_5_2","Numérico",1,"9"
"Duración segundo secuestro persona 5","AP6_13_5_2","Numérico",1,"b"
"Duración tercer secuestro persona 5","AP6_13_5_3","Numérico",1,"1"
"Duración tercer secuestro persona 5","AP6_13_5_3","Numérico",1,"2"
"Duración tercer secuestro persona 5","AP6_13_5_3","Numérico",1,"3"
"Duración tercer secuestro persona 5","AP6_13_5_3","Numérico",1,"4"
"Duración tercer secuestro persona 5","AP6_13_5_3","Numérico",1,"5"
"Duración tercer secuestro persona 5","AP6_13_5_3","Numérico",1,"6"
"Duración tercer secuestro persona 5","AP6_13_5_3","Numérico",1,"9"
"Duración tercer secuestro persona 5","AP6_13_5_3","Numérico",1,"b"
"Duración cuarto secuestro persona 5","AP6_13_5_4","Numérico",1,"1"
"Duración cuarto secuestro persona 5","AP6_13_5_4","Numérico",1,"2"
"Duración cuarto secuestro persona 5","AP6_13_5_4","Numérico",1,"3"
"Duración cuarto secuestro persona 5","AP6_13_5_4","Numérico",1,"4"
"Duración cuarto secuestro persona 5","AP6_13_5_4","Numérico",1,"5"
"Duración cuarto secuestro persona 5","AP6_13_5_4","Numérico",1,"6"
"Duración cuarto secuestro persona 5","AP6_13_5_4","Numérico",1,"9"
"Duración cuarto secuestro persona 5","AP6_13_5_4","Numérico",1,"b"
"Compartía alimentos persona 6 víctima de secuestro","AP6_11_6","Numérico",1,"1"
"Compartía alimentos persona 6 víctima de secuestro","AP6_11_6","Numérico",1,"2"
"Compartía alimentos persona 6 víctima de secuestro","AP6_11_6","Numérico",1,"9"
"Compartía alimentos persona 6 víctima de secuestro","AP6_11_6","Numérico",1,"b"
"Número de veces víctima de secuestro, persona 6","AP6_12_6","Numérico",1,"1,…,4"
"Número de veces víctima de secuestro, persona 6","AP6_12_6","Numérico",1,"b"
"Duración primer secuestro persona 6","AP6_13_6_1","Numérico",1,"1"
"Duración primer secuestro persona 6","AP6_13_6_1","Numérico",1,"2"
"Duración primer secuestro persona 6","AP6_13_6_1","Numérico",1,"3"
"Duración primer secuestro persona 6","AP6_13_6_1","Numérico",1,"4"
"Duración primer secuestro persona 6","AP6_13_6_1","Numérico",1,"5"
"Duración primer secuestro persona 6","AP6_13_6_1","Numérico",1,"6"
"Duración primer secuestro persona 6","AP6_13_6_1","Numérico",1,"9"
"Duración primer secuestro persona 6","AP6_13_6_1","Numérico",1,"b"
"Duración segundo secuestro persona 6","AP6_13_6_2","Numérico",1,"1"
"Duración segundo secuestro persona 6","AP6_13_6_2","Numérico",1,"2"
"Duración segundo secuestro persona 6","AP6_13_6_2","Numérico",1,"3"
"Duración segundo secuestro persona 6","AP6_13_6_2","Numérico",1,"4"
"Duración segundo secuestro persona 6","AP6_13_6_2","Numérico",1,"5"
"Duración segundo secuestro persona 6","AP6_13_6_2","Numérico",1,"6"
"Duración segundo secuestro persona 6","AP6_13_6_2","Numérico",1,"9"
"Duración segundo secuestro persona 6","AP6_13_6_2","Numérico",1,"b"
"Duración tercer secuestro persona 6","AP6_13_6_3","Numérico",1,"1"
"Duración tercer secuestro persona 6","AP6_13_6_3","Numérico",1,"2"
"Duración tercer secuestro persona 6","AP6_13_6_3","Numérico",1,"3"
"Duración tercer secuestro persona 6","AP6_13_6_3","Numérico",1,"4"
"Duración tercer secuestro persona 6","AP6_13_6_3","Numérico",1,"5"
"Duración tercer secuestro persona 6","AP6_13_6_3","Numérico",1,"6"
"Duración tercer secuestro persona 6","AP6_13_6_3","Numérico",1,"9"
"Duración tercer secuestro persona 6","AP6_13_6_3","Numérico",1,"b"
"Duración cuarto secuestro persona 6","AP6_13_6_4","Numérico",1,"1"
"Duración cuarto secuestro persona 6","AP6_13_6_4","Numérico",1,"2"
"Duración cuarto secuestro persona 6","AP6_13_6_4","Numérico",1,"3"
"Duración cuarto secuestro persona 6","AP6_13_6_4","Numérico",1,"4"
"Duración cuarto secuestro persona 6","AP6_13_6_4","Numérico",1,"5"
"Duración cuarto secuestro persona 6","AP6_13_6_4","Numérico",1,"6"
"Duración cuarto secuestro persona 6","AP6_13_6_4","Numérico",1,"9"
"Duración cuarto secuestro persona 6","AP6_13_6_4","Numérico",1,"b"
"Compartía alimentos persona 7 víctima de secuestro","AP6_11_7","Numérico",1,"1"
"Compartía alimentos persona 7 víctima de secuestro","AP6_11_7","Numérico",1,"2"
"Compartía alimentos persona 7 víctima de secuestro","AP6_11_7","Numérico",1,"9"
"Compartía alimentos persona 7 víctima de secuestro","AP6_11_7","Numérico",1,"b"
"Número de veces víctima de secuestro, persona 7","AP6_12_7","Numérico",1,"1,…,4"
"Número de veces víctima de secuestro, persona 7","AP6_12_7","Numérico",1,"b"
"Duración primer secuestro persona 7","AP6_13_7_1","Numérico",1,"1"
"Duración primer secuestro persona 7","AP6_13_7_1","Numérico",1,"2"
"Duración primer secuestro persona 7","AP6_13_7_1","Numérico",1,"3"
"Duración primer secuestro persona 7","AP6_13_7_1","Numérico",1,"4"
"Duración primer secuestro persona 7","AP6_13_7_1","Numérico",1,"5"
"Duración primer secuestro persona 7","AP6_13_7_1","Numérico",1,"6"
"Duración primer secuestro persona 7","AP6_13_7_1","Numérico",1,"9"
"Duración primer secuestro persona 7","AP6_13_7_1","Numérico",1,"b"
"Duración segundo secuestro persona 7","AP6_13_7_2","Numérico",1,"1"
"Duración segundo secuestro persona 7","AP6_13_7_2","Numérico",1,"2"
"Duración segundo secuestro persona 7","AP6_13_7_2","Numérico",1,"3"
"Duración segundo secuestro persona 7","AP6_13_7_2","Numérico",1,"4"
"Duración segundo secuestro persona 7","AP6_13_7_2","Numérico",1,"5"
"Duración segundo secuestro persona 7","AP6_13_7_2","Numérico",1,"6"
"Duración segundo secuestro persona 7","AP6_13_7_2","Numérico",1,"9"
"Duración segundo secuestro persona 7","AP6_13_7_2","Numérico",1,"b"
"Duración tercer secuestro persona 7","AP6_13_7_3","Numérico",1,"1"
"Duración tercer secuestro persona 7","AP6_13_7_3","Numérico",1,"2"
"Duración tercer secuestro persona 7","AP6_13_7_3","Numérico",1,"3"
"Duración tercer secuestro persona 7","AP6_13_7_3","Numérico",1,"4"
"Duración tercer secuestro persona 7","AP6_13_7_3","Numérico",1,"5"
"Duración tercer secuestro persona 7","AP6_13_7_3","Numérico",1,"6"
"Duración tercer secuestro persona 7","AP6_13_7_3","Numérico",1,"9"
"Duración tercer secuestro persona 7","AP6_13_7_3","Numérico",1,"b"
"Duración cuarto secuestro persona 7","AP6_13_7_4","Numérico",1,"1"
"Duración cuarto secuestro persona 7","AP6_13_7_4","Numérico",1,"2"
"Duración cuarto secuestro persona 7","AP6_13_7_4","Numérico",1,"3"
"Duración cuarto secuestro persona 7","AP6_13_7_4","Numérico",1,"4"
"Duración cuarto secuestro persona 7","AP6_13_7_4","Numérico",1,"5"
"Duración cuarto secuestro persona 7","AP6_13_7_4","Numérico",1,"6"
"Duración cuarto secuestro persona 7","AP6_13_7_4","Numérico",1,"9"
"Duración cuarto secuestro persona 7","AP6_13_7_4","Numérico",1,"b"
