"NOMBRE_CAMPO","NEMONICO","TIPO","LONGITUD","RANGO_CLAVES"
"Área urbana de interés de ocurrencia del delito","AREAM_OCU","Carácter",2,"06"
"Área urbana de interés de ocurrencia del delito","AREAM_OCU","Carácter",2,"07"
"Área urbana de interés de ocurrencia del delito","AREAM_OCU","Carácter",2,"08"
"Área urbana de interés de ocurrencia del delito","AREAM_OCU","Carácter",2,"09"
"Área urbana de interés de ocurrencia del delito","AREAM_OCU","Carácter",2,"10"
"Área urbana de interés de ocurrencia del delito","AREAM_OCU","Carácter",2,"12"
"Área urbana de interés de ocurrencia del delito","AREAM_OCU","Carácter",2,"13"
"Área urbana de interés de ocurrencia del delito","AREAM_OCU","Carácter",2,"14"
"Área urbana de interés de ocurrencia del delito","AREAM_OCU","Carácter",2,"15"
"Área urbana de interés de ocurrencia del delito","AREAM_OCU","Carácter",2,"16"
"Área urbana de interés de ocurrencia del delito","AREAM_OCU","Carácter",2,"17"
"Área urbana de interés de ocurrencia del delito","AREAM_OCU","Carácter",2,"18"
"Área urbana de interés de ocurrencia del delito","AREAM_OCU","Carácter",2,"19"
"Área urbana de interés de ocurrencia del delito","AREAM_OCU","Carácter",2,"21"
"Área urbana de interés de ocurrencia del delito","AREAM_OCU","Carácter",2,"24"
"Área urbana de interés de ocurrencia del delito","AREAM_OCU","Carácter",2,"25"
"Área urbana de interés de ocurrencia del delito","AREAM_OCU","Carácter",2,"26"
"Área urbana de interés de ocurrencia del delito","AREAM_OCU","Carácter",2,"27"
"Área urbana de interés de ocurrencia del delito","AREAM_OCU","Carácter",2,"28"
"Área urbana de interés de ocurrencia del delito","AREAM_OCU","Carácter",2,"29"
"Área urbana de interés de ocurrencia del delito","AREAM_OCU","Carácter",2,"31"
"Área urbana de interés de ocurrencia del delito","AREAM_OCU","Carácter",2,"32"
"Área urbana de interés de ocurrencia del delito","AREAM_OCU","Carácter",2,"33"
"Área urbana de interés de ocurrencia del delito","AREAM_OCU","Carácter",2,"36"
"Área urbana de interés de ocurrencia del delito","AREAM_OCU","Carácter",2,"39"
"Área urbana de interés de ocurrencia del delito","AREAM_OCU","Carácter",2,"40"
"Área urbana de interés de ocurrencia del delito","AREAM_OCU","Carácter",2,"41"
"Área urbana de interés de ocurrencia del delito","AREAM_OCU","Carácter",2,"43"
"Área urbana de interés de ocurrencia del delito","AREAM_OCU","Carácter",2,"b"
"Mes de ocurrencia del delito","BP1_1","Carácter",2,"01"
"Mes de ocurrencia del delito","BP1_1","Carácter",2,"02"
"Mes de ocurrencia del delito","BP1_1","Carácter",2,"03"
"Mes de ocurrencia del delito","BP1_1","Carácter",2,"04"
"Mes de ocurrencia del delito","BP1_1","Carácter",2,"05"
"Mes de ocurrencia del delito","BP1_1","Carácter",2,"06"
"Mes de ocurrencia del delito","BP1_1","Carácter",2,"07"
"Mes de ocurrencia del delito","BP1_1","Carácter",2,"08"
"Mes de ocurrencia del delito","BP1_1","Carácter",2,"09"
"Mes de ocurrencia del delito","BP1_1","Carácter",2,"10"
"Mes de ocurrencia del delito","BP1_1","Carácter",2,"11"
"Mes de ocurrencia del delito","BP1_1","Carácter",2,"12"
"Mes de ocurrencia del delito","BP1_1","Carácter",2,"99"
"Entidad de ocurrencia del delito","BP1_2C","Carácter",2,"01"
"Entidad de ocurrencia del delito","BP1_2C","Carácter",2,"02"
"Entidad de ocurrencia del delito","BP1_2C","Carácter",2,"03"
"Entidad de ocurrencia del delito","BP1_2C","Carácter",2,"04"
"Entidad de ocurrencia del delito","BP1_2C","Carácter",2,"05"
"Entidad de ocurrencia del delito","BP1_2C","Carácter",2,"06"
"Entidad de ocurrencia del delito","BP1_2C","Carácter",2,"07"
"Entidad de ocurrencia del delito","BP1_2C","Carácter",2,"08"
"Entidad de ocurrencia del delito","BP1_2C","Carácter",2,"09"
"Entidad de ocurrencia del delito","BP1_2C","Carácter",2,"10"
"Entidad de ocurrencia del delito","BP1_2C","Carácter",2,"11"
"Entidad de ocurrencia del delito","BP1_2C","Carácter",2,"12"
"Entidad de ocurrencia del delito","BP1_2C","Carácter",2,"13"
"Entidad de ocurrencia del delito","BP1_2C","Carácter",2,"14"
"Entidad de ocurrencia del delito","BP1_2C","Carácter",2,"15"
"Entidad de ocurrencia del delito","BP1_2C","Carácter",2,"16"
"Entidad de ocurrencia del delito","BP1_2C","Carácter",2,"17"
"Entidad de ocurrencia del delito","BP1_2C","Carácter",2,"18"
"Entidad de ocurrencia del delito","BP1_2C","Carácter",2,"19"
"Entidad de ocurrencia del delito","BP1_2C","Carácter",2,"20"
"Entidad de ocurrencia del delito","BP1_2C","Carácter",2,"21"
"Entidad de ocurrencia del delito","BP1_2C","Carácter",2,"22"
"Entidad de ocurrencia del delito","BP1_2C","Carácter",2,"23"
"Entidad de ocurrencia del delito","BP1_2C","Carácter",2,"24"
"Entidad de ocurrencia del delito","BP1_2C","Carácter",2,"25"
"Entidad de ocurrencia del delito","BP1_2C","Carácter",2,"26"
"Entidad de ocurrencia del delito","BP1_2C","Carácter",2,"27"
"Entidad de ocurrencia del delito","BP1_2C","Carácter",2,"28"
"Entidad de ocurrencia del delito","BP1_2C","Carácter",2,"29"
"Entidad de ocurrencia del delito","BP1_2C","Carácter",2,"30"
"Entidad de ocurrencia del delito","BP1_2C","Carácter",2,"31"
"Entidad de ocurrencia del delito","BP1_2C","Carácter",2,"32"
"Entidad de ocurrencia del delito","BP1_2C","Carácter",2,"99"
"Municipio de ocurrencia del delito ","BP1_3C","Carácter",3,"001,…,570"
"Municipio de ocurrencia del delito ","BP1_3C","Carácter",3,"999"
"Hora aproximada de ocurrencia del delito","BP1_4","Numérico",1,"1"
"Hora aproximada de ocurrencia del delito","BP1_4","Numérico",1,"2"
"Hora aproximada de ocurrencia del delito","BP1_4","Numérico",1,"3"
"Hora aproximada de ocurrencia del delito","BP1_4","Numérico",1,"4"
"Hora aproximada de ocurrencia del delito","BP1_4","Numérico",1,"9"
"Lugar de ocurrencia del delito","BP1_5","Numérico",1,"1"
"Lugar de ocurrencia del delito","BP1_5","Numérico",1,"2"
"Lugar de ocurrencia del delito","BP1_5","Numérico",1,"3"
"Lugar de ocurrencia del delito","BP1_5","Numérico",1,"4"
"Lugar de ocurrencia del delito","BP1_5","Numérico",1,"5"
"Lugar de ocurrencia del delito","BP1_5","Numérico",1,"6"
"Lugar de ocurrencia del delito","BP1_5","Numérico",1,"7"
"Lugar de ocurrencia del delito","BP1_5","Numérico",1,"8"
"Lugar de ocurrencia del delito","BP1_5","Numérico",1,"9"
"Delito realizado por medio de internet o medios electrónicos","BP1_5A_1","Numérico",1,"0"
"Delito realizado por medio de internet o medios electrónicos","BP1_5A_1","Numérico",1,"1"
"Delito realizado por medio de internet o medios electrónicos","BP1_5A_1","Numérico",1,"b"
"Delito realizado por medio de llamada telefónica","BP1_5A_2","Numérico",1,"0"
"Delito realizado por medio de llamada telefónica","BP1_5A_2","Numérico",1,"1"
"Delito realizado por medio de llamada telefónica","BP1_5A_2","Numérico",1,"b"
"Delito realizado por medio de contacto presencial","BP1_5A_3","Numérico",1,"0"
"Delito realizado por medio de contacto presencial","BP1_5A_3","Numérico",1,"1"
"Delito realizado por medio de contacto presencial","BP1_5A_3","Numérico",1,"b"
"Delito realizado por otro medio ","BP1_5A_4","Numérico",1,"0"
"Delito realizado por otro medio ","BP1_5A_4","Numérico",1,"1"
"Delito realizado por otro medio ","BP1_5A_4","Numérico",1,"b"
"Medio por el cual se realizó el delito no especificado","BP1_5A_9","Numérico",1,"0"
"Medio por el cual se realizó el delito no especificado","BP1_5A_9","Numérico",1,"1"
"Medio por el cual se realizó el delito no especificado","BP1_5A_9","Numérico",1,"b"
"Presencia de la víctima durante la ocurrencia del delito","BP1_6","Numérico",1,"1"
"Presencia de la víctima durante la ocurrencia del delito","BP1_6","Numérico",1,"2"
"Presencia de la víctima durante la ocurrencia del delito","BP1_6","Numérico",1,"b"
"Condición de observar el delito mientras ocurría","BP1_7","Numérico",1,"1"
"Condición de observar el delito mientras ocurría","BP1_7","Numérico",1,"2"
"Condición de observar el delito mientras ocurría","BP1_7","Numérico",1,"b"
"Condición de estar acompañada la víctima","BP1_8","Numérico",1,"1"
"Condición de estar acompañada la víctima","BP1_8","Numérico",1,"2"
"Condición de estar acompañada la víctima","BP1_8","Numérico",1,"9"
"Condición de estar acompañada la víctima","BP1_8","Numérico",1,"b"
"Número de delincuentes que participaron","BP1_9","Numérico",1,"1"
"Número de delincuentes que participaron","BP1_9","Numérico",1,"2"
"Número de delincuentes que participaron","BP1_9","Numérico",1,"3"
"Número de delincuentes que participaron","BP1_9","Numérico",1,"4"
"Número de delincuentes que participaron","BP1_9","Numérico",1,"5"
"Número de delincuentes que participaron","BP1_9","Numérico",1,"6"
"Número de delincuentes que participaron","BP1_9","Numérico",1,"9"
"Número de delincuentes que participaron","BP1_9","Numérico",1,"b"
"Delincuentes hombres","BP1_10_1","Numérico",1,"0"
"Delincuentes hombres","BP1_10_1","Numérico",1,"1"
"Delincuentes hombres","BP1_10_1","Numérico",1,"b"
"Delincuentes mujeres","BP1_10_2","Numérico",1,"0"
"Delincuentes mujeres","BP1_10_2","Numérico",1,"1"
"Delincuentes mujeres","BP1_10_2","Numérico",1,"b"
"Sexo de los (las) delincuentes no especificado","BP1_10_9","Numérico",1,"0"
"Sexo de los (las) delincuentes no especificado","BP1_10_9","Numérico",1,"1"
"Sexo de los (las) delincuentes no especificado","BP1_10_9","Numérico",1,"b"
"Edad aproximada de los (las) delincuentes","BP1_11","Numérico",1,"1"
"Edad aproximada de los (las) delincuentes","BP1_11","Numérico",1,"2"
"Edad aproximada de los (las) delincuentes","BP1_11","Numérico",1,"3"
"Edad aproximada de los (las) delincuentes","BP1_11","Numérico",1,"4"
"Edad aproximada de los (las) delincuentes","BP1_11","Numérico",1,"5"
"Edad aproximada de los (las) delincuentes","BP1_11","Numérico",1,"6"
"Edad aproximada de los (las) delincuentes","BP1_11","Numérico",1,"7"
"Edad aproximada de los (las) delincuentes","BP1_11","Numérico",1,"8"
"Edad aproximada de los (las) delincuentes","BP1_11","Numérico",1,"9"
"Edad aproximada de los (las) delincuentes","BP1_11","Numérico",1,"b"
"Delincuentes desconocidos","BP1_12_1","Numérico",1,"0"
"Delincuentes desconocidos","BP1_12_1","Numérico",1,"1"
"Delincuentes desconocidos","BP1_12_1","Numérico",1,"b"
"Delincuentes conocidos de vista solamente","BP1_12_2","Numérico",1,"0"
"Delincuentes conocidos de vista solamente","BP1_12_2","Numérico",1,"1"
"Delincuentes conocidos de vista solamente","BP1_12_2","Numérico",1,"b"
"Delincuentes conocidos de poco trato","BP1_12_3","Numérico",1,"0"
"Delincuentes conocidos de poco trato","BP1_12_3","Numérico",1,"1"
"Delincuentes conocidos de poco trato","BP1_12_3","Numérico",1,"b"
"Delincuentes conocidos cercanos","BP1_12_4","Numérico",1,"0"
"Delincuentes conocidos cercanos","BP1_12_4","Numérico",1,"1"
"Delincuentes conocidos cercanos","BP1_12_4","Numérico",1,"b"
"Delincuentes familiares","BP1_12_5","Numérico",1,"0"
"Delincuentes familiares","BP1_12_5","Numérico",1,"1"
"Delincuentes familiares","BP1_12_5","Numérico",1,"b"
"Relación con los (las) delincuentes no especificada","BP1_12_9","Numérico",1,"0"
"Relación con los (las) delincuentes no especificada","BP1_12_9","Numérico",1,"1"
"Relación con los (las) delincuentes no especificada","BP1_12_9","Numérico",1,"b"
"Reconocimiento de los (las) delincuentes","BP1_13","Numérico",1,"1"
"Reconocimiento de los (las) delincuentes","BP1_13","Numérico",1,"2"
"Reconocimiento de los (las) delincuentes","BP1_13","Numérico",1,"b"
"Delincuentes bajo los efectos de alguna droga","BP1_14_1","Numérico",1,"0"
"Delincuentes bajo los efectos de alguna droga","BP1_14_1","Numérico",1,"1"
"Delincuentes bajo los efectos de alguna droga","BP1_14_1","Numérico",1,"b"
"Delincuentes bajo los efectos del alcohol","BP1_14_2","Numérico",1,"0"
"Delincuentes bajo los efectos del alcohol","BP1_14_2","Numérico",1,"1"
"Delincuentes bajo los efectos del alcohol","BP1_14_2","Numérico",1,"b"
"Delincuentes bajo otros efectos","BP1_14_3","Numérico",1,"0"
"Delincuentes bajo otros efectos","BP1_14_3","Numérico",1,"1"
"Delincuentes bajo otros efectos","BP1_14_3","Numérico",1,"b"
"Delincuentes que no se perciben bajo ningún efecto de drogas, alcohol u otro ","BP1_14_4","Numérico",1,"0"
"Delincuentes que no se perciben bajo ningún efecto de drogas, alcohol u otro ","BP1_14_4","Numérico",1,"1"
"Delincuentes que no se perciben bajo ningún efecto de drogas, alcohol u otro ","BP1_14_4","Numérico",1,"b"
"Estado psicofísico de los (las) delincuentes no especificado","BP1_14_9","Numérico",1,"0"
"Estado psicofísico de los (las) delincuentes no especificado","BP1_14_9","Numérico",1,"1"
"Estado psicofísico de los (las) delincuentes no especificado","BP1_14_9","Numérico",1,"b"
"Portación de armas","BP1_15","Numérico",1,"1"
"Portación de armas","BP1_15","Numérico",1,"2"
"Portación de armas","BP1_15","Numérico",1,"9"
"Portación de armas","BP1_15","Numérico",1,"b"
"Portación de arma de fuego","BP1_16_1","Numérico",1,"0"
"Portación de arma de fuego","BP1_16_1","Numérico",1,"1"
"Portación de arma de fuego","BP1_16_1","Numérico",1,"b"
"Portación de arma blanca","BP1_16_2","Numérico",1,"0"
"Portación de arma blanca","BP1_16_2","Numérico",1,"1"
"Portación de arma blanca","BP1_16_2","Numérico",1,"b"
"Portación de objeto contundente","BP1_16_3","Numérico",1,"0"
"Portación de objeto contundente","BP1_16_3","Numérico",1,"1"
"Portación de objeto contundente","BP1_16_3","Numérico",1,"b"
"Portación de otro tipo de arma","BP1_16_4","Numérico",1,"0"
"Portación de otro tipo de arma","BP1_16_4","Numérico",1,"1"
"Portación de otro tipo de arma","BP1_16_4","Numérico",1,"b"
"Tipo de arma utilizada no especificada","BP1_16_9","Numérico",1,"0"
"Tipo de arma utilizada no especificada","BP1_16_9","Numérico",1,"1"
"Tipo de arma utilizada no especificada","BP1_16_9","Numérico",1,"b"
"Lesión física con el arma","BP1_17","Numérico",1,"1"
"Lesión física con el arma","BP1_17","Numérico",1,"2"
"Lesión física con el arma","BP1_17","Numérico",1,"9"
"Lesión física con el arma","BP1_17","Numérico",1,"b"
"Otro tipo de violencia física","BP1_18","Numérico",1,"1"
"Otro tipo de violencia física","BP1_18","Numérico",1,"2"
"Otro tipo de violencia física","BP1_18","Numérico",1,"9"
"Otro tipo de violencia física","BP1_18","Numérico",1,"b"
"Moretones","BP1_19_1","Numérico",1,"0"
"Moretones","BP1_19_1","Numérico",1,"1"
"Moretones","BP1_19_1","Numérico",1,"b"
"Cortadas","BP1_19_2","Numérico",1,"0"
"Cortadas","BP1_19_2","Numérico",1,"1"
"Cortadas","BP1_19_2","Numérico",1,"b"
"Dislocaciones","BP1_19_3","Numérico",1,"0"
"Dislocaciones","BP1_19_3","Numérico",1,"1"
"Dislocaciones","BP1_19_3","Numérico",1,"b"
"Fracturas","BP1_19_4","Numérico",1,"0"
"Fracturas","BP1_19_4","Numérico",1,"1"
"Fracturas","BP1_19_4","Numérico",1,"b"
"Quemaduras","BP1_19_5","Numérico",1,"0"
"Quemaduras","BP1_19_5","Numérico",1,"1"
"Quemaduras","BP1_19_5","Numérico",1,"b"
"Pérdida del conocimiento ","BP1_19_6","Numérico",1,"0"
"Pérdida del conocimiento ","BP1_19_6","Numérico",1,"1"
"Pérdida del conocimiento ","BP1_19_6","Numérico",1,"b"
"Herida de bala","BP1_19_7","Numérico",1,"0"
"Herida de bala","BP1_19_7","Numérico",1,"1"
"Herida de bala","BP1_19_7","Numérico",1,"b"
"Otro tipo de lesión física","BP1_19_8","Numérico",1,"0"
"Otro tipo de lesión física","BP1_19_8","Numérico",1,"1"
"Otro tipo de lesión física","BP1_19_8","Numérico",1,"b"
"Denuncia ante el MP o Fiscalía Estatal","BP1_20","Numérico",1,"1"
"Denuncia ante el MP o Fiscalía Estatal","BP1_20","Numérico",1,"2"
"Denuncia ante el MP o Fiscalía Estatal por otro integrante del hogar","BP1_21","Numérico",1,"1"
"Denuncia ante el MP o Fiscalía Estatal por otro integrante del hogar","BP1_21","Numérico",1,"2"
"Denuncia ante el MP o Fiscalía Estatal por otro integrante del hogar","BP1_21","Numérico",1,"9"
"Denuncia ante el MP o Fiscalía Estatal por otro integrante del hogar","BP1_21","Numérico",1,"b"
"Conocimiento del proceso de denuncia","BP1_22","Numérico",1,"1"
"Conocimiento del proceso de denuncia","BP1_22","Numérico",1,"2"
"Conocimiento del proceso de denuncia","BP1_22","Numérico",1,"b"
"Razón principal de la no denuncia","BP1_23","Numérico",2,"01"
"Razón principal de la no denuncia","BP1_23","Numérico",2,"02"
"Razón principal de la no denuncia","BP1_23","Numérico",2,"03"
"Razón principal de la no denuncia","BP1_23","Numérico",2,"04"
"Razón principal de la no denuncia","BP1_23","Numérico",2,"05"
"Razón principal de la no denuncia","BP1_23","Numérico",2,"06"
"Razón principal de la no denuncia","BP1_23","Numérico",2,"07"
"Razón principal de la no denuncia","BP1_23","Numérico",2,"08"
"Razón principal de la no denuncia","BP1_23","Numérico",2,"09"
"Razón principal de la no denuncia","BP1_23","Numérico",2,"99"
"Razón principal de la no denuncia","BP1_23","Numérico",2,"b"
"Inicio de carpeta de investigación","BP1_24","Numérico",1,"1"
"Inicio de carpeta de investigación","BP1_24","Numérico",1,"2"
"Inicio de carpeta de investigación","BP1_24","Numérico",1,"9"
"Inicio de carpeta de investigación","BP1_24","Numérico",1,"b"
"Estatus de la carpeta de investigación","BP1_25","Numérico",1,"1"
"Estatus de la carpeta de investigación","BP1_25","Numérico",1,"2"
"Estatus de la carpeta de investigación","BP1_25","Numérico",1,"3"
"Estatus de la carpeta de investigación","BP1_25","Numérico",1,"4"
"Estatus de la carpeta de investigación","BP1_25","Numérico",1,"5"
"Estatus de la carpeta de investigación","BP1_25","Numérico",1,"6"
"Estatus de la carpeta de investigación","BP1_25","Numérico",1,"7"
"Estatus de la carpeta de investigación","BP1_25","Numérico",1,"9"
"Estatus de la carpeta de investigación","BP1_25","Numérico",1,"b"
"Razón principal de no inicio de carpeta de investigación","BP1_26","Numérico",1,"1"
"Razón principal de no inicio de carpeta de investigación","BP1_26","Numérico",1,"2"
"Razón principal de no inicio de carpeta de investigación","BP1_26","Numérico",1,"3"
"Razón principal de no inicio de carpeta de investigación","BP1_26","Numérico",1,"4"
"Razón principal de no inicio de carpeta de investigación","BP1_26","Numérico",1,"5"
"Razón principal de no inicio de carpeta de investigación","BP1_26","Numérico",1,"6"
"Razón principal de no inicio de carpeta de investigación","BP1_26","Numérico",1,"9"
"Razón principal de no inicio de carpeta de investigación","BP1_26","Numérico",1,"b"
"Tiempo invertido al denunciar ante el MP","BP1_27","Numérico",1,"1"
"Tiempo invertido al denunciar ante el MP","BP1_27","Numérico",1,"2"
"Tiempo invertido al denunciar ante el MP","BP1_27","Numérico",1,"3"
"Tiempo invertido al denunciar ante el MP","BP1_27","Numérico",1,"4"
"Tiempo invertido al denunciar ante el MP","BP1_27","Numérico",1,"9"
"Tiempo invertido al denunciar ante el MP","BP1_27","Numérico",1,"b"
"Razón principal de denuncia ante el MP","BP1_28","Numérico",1,"1"
"Razón principal de denuncia ante el MP","BP1_28","Numérico",1,"2"
"Razón principal de denuncia ante el MP","BP1_28","Numérico",1,"3"
"Razón principal de denuncia ante el MP","BP1_28","Numérico",1,"4"
"Razón principal de denuncia ante el MP","BP1_28","Numérico",1,"5"
"Razón principal de denuncia ante el MP","BP1_28","Numérico",1,"6"
"Razón principal de denuncia ante el MP","BP1_28","Numérico",1,"9"
"Razón principal de denuncia ante el MP","BP1_28","Numérico",1,"b"
"Trato recibido en el MP al denunciar","BP1_29","Numérico",1,"1"
"Trato recibido en el MP al denunciar","BP1_29","Numérico",1,"2"
"Trato recibido en el MP al denunciar","BP1_29","Numérico",1,"3"
"Trato recibido en el MP al denunciar","BP1_29","Numérico",1,"4"
"Trato recibido en el MP al denunciar","BP1_29","Numérico",1,"9"
"Trato recibido en el MP al denunciar","BP1_29","Numérico",1,"b"
"Reporte del delito ante otra instancia o autoridad","BP1_30","Numérico",1,"1"
"Reporte del delito ante otra instancia o autoridad","BP1_30","Numérico",1,"2"
"Reporte ante Autoridad Comunal o Ejidal","BP1_31_01","Numérico",1,"0"
"Reporte ante Autoridad Comunal o Ejidal","BP1_31_01","Numérico",1,"1"
"Reporte ante Autoridad Comunal o Ejidal","BP1_31_01","Numérico",1,"b"
"Reporte ante Autoridad / Policía Municipal","BP1_31_02","Numérico",1,"0"
"Reporte ante Autoridad / Policía Municipal","BP1_31_02","Numérico",1,"1"
"Reporte ante Autoridad / Policía Municipal","BP1_31_02","Numérico",1,"b"
"Reporte ante Consejos Municipales Ciudadanos o similares","BP1_31_03","Numérico",1,"0"
"Reporte ante Consejos Municipales Ciudadanos o similares","BP1_31_03","Numérico",1,"1"
"Reporte ante Consejos Municipales Ciudadanos o similares","BP1_31_03","Numérico",1,"b"
"Reporte ante Policía Estatal","BP1_31_04","Numérico",1,"0"
"Reporte ante Policía Estatal","BP1_31_04","Numérico",1,"1"
"Reporte ante Policía Estatal","BP1_31_04","Numérico",1,"b"
"Reporte ante autoridad Guardia Nacional","BP1_31_05","Numérico",1,"0"
"Reporte ante autoridad Guardia Nacional","BP1_31_05","Numérico",1,"1"
"Reporte ante autoridad Guardia Nacional","BP1_31_05","Numérico",1,"b"
"Reporte ante autoridad Militar o Naval","BP1_31_06","Numérico",1,"0"
"Reporte ante autoridad Militar o Naval","BP1_31_06","Numérico",1,"1"
"Reporte ante autoridad Militar o Naval","BP1_31_06","Numérico",1,"b"
"Reporte ante Fiscalía General de la República (FGR)","BP1_31_07","Numérico",1,"0"
"Reporte ante Fiscalía General de la República (FGR)","BP1_31_07","Numérico",1,"1"
"Reporte ante Fiscalía General de la República (FGR)","BP1_31_07","Numérico",1,"b"
"Reporte ante otra instancia o autoridad","BP1_31_08","Numérico",1,"0"
"Reporte ante otra instancia o autoridad","BP1_31_08","Numérico",1,"1"
"Reporte ante otra instancia o autoridad","BP1_31_08","Numérico",1,"b"
"Reporte ante otra instancia o autoridad no especificado","BP1_31_99","Numérico",1,"0"
"Reporte ante otra instancia o autoridad no especificado","BP1_31_99","Numérico",1,"1"
"Reporte ante otra instancia o autoridad no especificado","BP1_31_99","Numérico",1,"b"
"Denuncia telefónica","BP1_32_1","Numérico",1,"0"
"Denuncia telefónica","BP1_32_1","Numérico",1,"1"
"Denuncia telefónica","BP1_32_1","Numérico",1,"b"
"Denuncia a través de internet","BP1_32_2","Numérico",1,"0"
"Denuncia a través de internet","BP1_32_2","Numérico",1,"1"
"Denuncia a través de internet","BP1_32_2","Numérico",1,"b"
"Denuncia a través de correo electrónico","BP1_32_3","Numérico",1,"0"
"Denuncia a través de correo electrónico","BP1_32_3","Numérico",1,"1"
"Denuncia a través de correo electrónico","BP1_32_3","Numérico",1,"b"
"Denuncia a través de mensaje de texto","BP1_32_4","Numérico",1,"0"
"Denuncia a través de mensaje de texto","BP1_32_4","Numérico",1,"1"
"Denuncia a través de mensaje de texto","BP1_32_4","Numérico",1,"b"
"Denuncia a través de otros medios negada","BP1_32_5","Numérico",1,"0"
"Denuncia a través de otros medios negada","BP1_32_5","Numérico",1,"1"
"Denuncia a través de otros medios negada","BP1_32_5","Numérico",1,"b"
"Denuncia a través otros medios no especificada","BP1_32_9","Numérico",1,"0"
"Denuncia a través otros medios no especificada","BP1_32_9","Numérico",1,"1"
"Denuncia a través otros medios no especificada","BP1_32_9","Numérico",1,"b"
"Daño principal sufrido por el delito","BP1_33","Numérico",1,"1"
"Daño principal sufrido por el delito","BP1_33","Numérico",1,"2"
"Daño principal sufrido por el delito","BP1_33","Numérico",1,"3"
"Daño principal sufrido por el delito","BP1_33","Numérico",1,"4"
"Daño principal sufrido por el delito","BP1_33","Numérico",1,"5"
"Daño principal sufrido por el delito","BP1_33","Numérico",1,"9"
"Pérdidas económicas a consecuencia del delito","BP1_34","Numérico",7,"0000000"
"Pérdidas económicas a consecuencia del delito","BP1_34","Numérico",7,"0000001,…,0999998"
"Pérdidas económicas a consecuencia del delito","BP1_34","Numérico",7,"9999999"
"Pérdidas económicas a consecuencia del delito","BP1_34","Numérico",7,"b"
"Gastos a consecuencia del daño en la salud","BP1_35","Numérico",7,"0000000"
"Gastos a consecuencia del daño en la salud","BP1_35","Numérico",7,"0000001,…,9999998"
"Gastos a consecuencia del daño en la salud","BP1_35","Numérico",7,"9999999"
"Gastos a consecuencia del daño en la salud","BP1_35","Numérico",7,"b"
"Servicio de denuncia anónima","BP1_36_01","Numérico",1,"0"
"Servicio de denuncia anónima","BP1_36_01","Numérico",1,"1"
"Servicio de denuncia anónima","BP1_36_01","Numérico",1,"b"
"Servicio de información sobre el proceso de la carpeta de investigación","BP1_36_02","Numérico",1,"0"
"Servicio de información sobre el proceso de la carpeta de investigación","BP1_36_02","Numérico",1,"1"
"Servicio de información sobre el proceso de la carpeta de investigación","BP1_36_02","Numérico",1,"b"
"Servicio de información sobre derechos como víctima","BP1_36_03","Numérico",1,"0"
"Servicio de información sobre derechos como víctima","BP1_36_03","Numérico",1,"1"
"Servicio de información sobre derechos como víctima","BP1_36_03","Numérico",1,"b"
"Servicio de asesoría jurídica","BP1_36_04","Numérico",1,"0"
"Servicio de asesoría jurídica","BP1_36_04","Numérico",1,"1"
