"NOMBRE_CAMPO","NEMONICO","TIPO","LONGITUD","RANGO_CLAVES"
"Área Urbana de Interés","AREAM","Carácter","2","33"
"Área Urbana de Interés","AREAM","Carácter","2","36"
"Área Urbana de Interés","AREAM","Carácter","2","39"
"Área Urbana de Interés","AREAM","Carácter","2","40"
"Área Urbana de Interés","AREAM","Carácter","2","41"
"Área Urbana de Interés","AREAM","Carácter","2","43"
"Área Urbana de Interés","AREAM","Carácter","2","b"
"Clave Entidad","CVE_ENT","Carácter","2","01,…,32"
"Nombre de la Entidad","NOM_ENT","Texto","250","NA"
"Municipio","CVE_MUN","Carácter","3","001,…,570"
"Nombre del municipio","NOM_MUN","Texto","250","NA"
"Tiempo habitando en la vivienda","AP4_1","Numérico","1","1"
"Tiempo habitando en la vivienda","AP4_1","Numérico","1","2"
"Tiempo habitando en la vivienda","AP4_1","Numérico","1","3"
"Tiempo habitando en la vivienda","AP4_1","Numérico","1","9"
"Temas que más preocupan: pobreza","AP4_2_01","Numérico","1","0"
"Temas que más preocupan: pobreza","AP4_2_01","Numérico","1","1"
"Temas que más preocupan: desempleo","AP4_2_02","Numérico","1","0"
"Temas que más preocupan: desempleo","AP4_2_02","Numérico","1","1"
"Temas que más preocupan: narcotráfico","AP4_2_03","Numérico","1","0"
"Temas que más preocupan: narcotráfico","AP4_2_03","Numérico","1","1"
"Temas que más preocupan: aumento de precios","AP4_2_04","Numérico","1","0"
"Temas que más preocupan: aumento de precios","AP4_2_04","Numérico","1","1"
"Temas que más preocupan: inseguridad","AP4_2_05","Numérico","1","0"
"Temas que más preocupan: inseguridad","AP4_2_05","Numérico","1","1"
"Temas que más preocupan: desastres naturales","AP4_2_06","Numérico","1","0"
"Temas que más preocupan: desastres naturales","AP4_2_06","Numérico","1","1"
"Temas que más preocupan: escasez de agua","AP4_2_07","Numérico","1","0"
"Temas que más preocupan: escasez de agua","AP4_2_07","Numérico","1","1"
"Temas que más preocupan: corrupción","AP4_2_08","Numérico","1","0"
"Temas que más preocupan: corrupción","AP4_2_08","Numérico","1","1"
"Temas que más preocupan: educación","AP4_2_09","Numérico","1","0"
"Temas que más preocupan: educación","AP4_2_09","Numérico","1","1"
"Temas que más preocupan: salud","AP4_2_10","Numérico","1","0"
"Temas que más preocupan: salud","AP4_2_10","Numérico","1","1"
"Temas que más preocupan: falta de castigo a los delincuentes","AP4_2_11","Numérico","1","0"
"Temas que más preocupan: falta de castigo a los delincuentes","AP4_2_11","Numérico","1","1"
"Temas que más preocupan: otro","AP4_2_12","Numérico","1","0"
"Temas que más preocupan: otro","AP4_2_12","Numérico","1","1"
"Temas que más preocupan: ninguno","AP4_2_13","Numérico","1","0"
"Temas que más preocupan: ninguno","AP4_2_13","Numérico","1","1"
"Temas que más preocupan: no especificado","AP4_2_99","Numérico","1","0"
"Temas que más preocupan: no especificado","AP4_2_99","Numérico","1","1"
"Percepción sobre seguridad en su colonia o localidad","AP4_3_1","Numérico","1","1"
"Percepción sobre seguridad en su colonia o localidad","AP4_3_1","Numérico","1","2"
"Percepción sobre seguridad en su colonia o localidad","AP4_3_1","Numérico","1","9"
"Percepción sobre seguridad en su municipio o demarcación territorial","AP4_3_2","Numérico","1","1"
"Percepción sobre seguridad en su municipio o demarcación territorial","AP4_3_2","Numérico","1","2"
"Percepción sobre seguridad en su municipio o demarcación territorial","AP4_3_2","Numérico","1","9"
"Percepción sobre seguridad en su estado","AP4_3_3","Numérico","1","1"
"Percepción sobre seguridad en su estado","AP4_3_3","Numérico","1","2"
"Percepción sobre seguridad en su estado","AP4_3_3","Numérico","1","9"
"Percepción sobre seguridad en su casa","AP4_4_01","Numérico","1","1"
"Percepción sobre seguridad en su casa","AP4_4_01","Numérico","1","2"
"Percepción sobre seguridad en su casa","AP4_4_01","Numérico","1","3"
"Percepción sobre seguridad en su casa","AP4_4_01","Numérico","1","9"
"Percepción sobre seguridad en su trabajo","AP4_4_02","Numérico","1","1"
"Percepción sobre seguridad en su trabajo","AP4_4_02","Numérico","1","2"
"Percepción sobre seguridad en su trabajo","AP4_4_02","Numérico","1","3"
"Percepción sobre seguridad en su trabajo","AP4_4_02","Numérico","1","9"
"Percepción sobre seguridad en la calle","AP4_4_03","Numérico","1","1"
"Percepción sobre seguridad en la calle","AP4_4_03","Numérico","1","2"
"Percepción sobre seguridad en la calle","AP4_4_03","Numérico","1","3"
"Percepción sobre seguridad en la calle","AP4_4_03","Numérico","1","9"
"Percepción sobre seguridad en la escuela","AP4_4_04","Numérico","1","1"
"Percepción sobre seguridad en la escuela","AP4_4_04","Numérico","1","2"
"Percepción sobre seguridad en la escuela","AP4_4_04","Numérico","1","3"
"Percepción sobre seguridad en la escuela","AP4_4_04","Numérico","1","9"
"Percepción sobre seguridad en el mercado","AP4_4_05","Numérico","1","1"
"Percepción sobre seguridad en el mercado","AP4_4_05","Numérico","1","2"
"Percepción sobre seguridad en el mercado","AP4_4_05","Numérico","1","3"
"Percepción sobre seguridad en el mercado","AP4_4_05","Numérico","1","9"
"Percepción sobre seguridad en el centro comercial","AP4_4_06","Numérico","1","1"
"Percepción sobre seguridad en el centro comercial","AP4_4_06","Numérico","1","2"
"Percepción sobre seguridad en el centro comercial","AP4_4_06","Numérico","1","3"
"Percepción sobre seguridad en el centro comercial","AP4_4_06","Numérico","1","9"
"Percepción sobre seguridad en el banco","AP4_4_07","Numérico","1","1"
"Percepción sobre seguridad en el banco","AP4_4_07","Numérico","1","2"
"Percepción sobre seguridad en el banco","AP4_4_07","Numérico","1","3"
"Percepción sobre seguridad en el banco","AP4_4_07","Numérico","1","9"
"Percepción sobre seguridad en el cajero automático localizado en la vía pública","AP4_4_08","Numérico","1","1"
"Percepción sobre seguridad en el cajero automático localizado en la vía pública","AP4_4_08","Numérico","1","2"
"Percepción sobre seguridad en el cajero automático localizado en la vía pública","AP4_4_08","Numérico","1","3"
"Percepción sobre seguridad en el cajero automático localizado en la vía pública","AP4_4_08","Numérico","1","9"
"Percepción sobre seguridad en el transporte público","AP4_4_09","Numérico","1","1"
"Percepción sobre seguridad en el transporte público","AP4_4_09","Numérico","1","2"
"Percepción sobre seguridad en el transporte público","AP4_4_09","Numérico","1","3"
"Percepción sobre seguridad en el transporte público","AP4_4_09","Numérico","1","9"
"Percepción sobre seguridad en el automóvil ","AP4_4_10","Numérico","1","1"
"Percepción sobre seguridad en el automóvil ","AP4_4_10","Numérico","1","2"
"Percepción sobre seguridad en el automóvil ","AP4_4_10","Numérico","1","3"
"Percepción sobre seguridad en el automóvil ","AP4_4_10","Numérico","1","9"
"Percepción sobre seguridad en la carretera","AP4_4_11","Numérico","1","1"
"Percepción sobre seguridad en la carretera","AP4_4_11","Numérico","1","2"
"Percepción sobre seguridad en la carretera","AP4_4_11","Numérico","1","3"
"Percepción sobre seguridad en la carretera","AP4_4_11","Numérico","1","9"
"Percepción sobre seguridad en el parque o centro recreativo ","AP4_4_12","Numérico","1","1"
"Percepción sobre seguridad en el parque o centro recreativo ","AP4_4_12","Numérico","1","2"
"Percepción sobre seguridad en el parque o centro recreativo ","AP4_4_12","Numérico","1","3"
"Percepción sobre seguridad en el parque o centro recreativo ","AP4_4_12","Numérico","1","9"
"Percepción sobre seguridad al caminar solo(a) por la noche en los alrededores de su vivienda","AP4_4_A","Numérico","1","1"
"Percepción sobre seguridad al caminar solo(a) por la noche en los alrededores de su vivienda","AP4_4_A","Numérico","1","2"
"Percepción sobre seguridad al caminar solo(a) por la noche en los alrededores de su vivienda","AP4_4_A","Numérico","1","3"
"Percepción sobre seguridad al caminar solo(a) por la noche en los alrededores de su vivienda","AP4_4_A","Numérico","1","4"
"Percepción sobre seguridad al caminar solo(a) por la noche en los alrededores de su vivienda","AP4_4_A","Numérico","1","5"
"Percepción sobre seguridad al caminar solo(a) por la noche en los alrededores de su vivienda","AP4_4_A","Numérico","1","9"
"Incivilidades en su colonia: consumo de alcohol en la calle","AP4_5_01","Numérico","1","0"
"Incivilidades en su colonia: consumo de alcohol en la calle","AP4_5_01","Numérico","1","1"
"Incivilidades en su colonia: pandillerismo o bandas violentas","AP4_5_02","Numérico","1","0"
"Incivilidades en su colonia: pandillerismo o bandas violentas","AP4_5_02","Numérico","1","1"
"Incivilidades en su colonia: riñas entre vecinos(as)","AP4_5_03","Numérico","1","0"
"Incivilidades en su colonia: riñas entre vecinos(as)","AP4_5_03","Numérico","1","1"
"Incivilidades en su colonia: venta ilegal de alcohol","AP4_5_04","Numérico","1","0"
"Incivilidades en su colonia: venta ilegal de alcohol","AP4_5_04","Numérico","1","1"
"Incivilidades en su colonia: venta de productos piratas","AP4_5_05","Numérico","1","0"
"Incivilidades en su colonia: venta de productos piratas","AP4_5_05","Numérico","1","1"
"Incivilidades en su colonia: violencia policiaca contra ciudadanos(as)","AP4_5_06","Numérico","1","0"
"Incivilidades en su colonia: violencia policiaca contra ciudadanos(as)","AP4_5_06","Numérico","1","1"
"Incivilidades en su colonia: invasión de predios","AP4_5_07","Numérico","1","0"
"Incivilidades en su colonia: invasión de predios","AP4_5_07","Numérico","1","1"
"Incivilidades en su colonia: consumo de droga","AP4_5_08","Numérico","1","0"
"Incivilidades en su colonia: consumo de droga","AP4_5_08","Numérico","1","1"
"Incivilidades en su colonia: robos o asaltos frecuentes","AP4_5_09","Numérico","1","0"
"Incivilidades en su colonia: robos o asaltos frecuentes","AP4_5_09","Numérico","1","1"
"Incivilidades en su colonia: venta de droga","AP4_5_10","Numérico","1","0"
"Incivilidades en su colonia: venta de droga","AP4_5_10","Numérico","1","1"
"Incivilidades en su colonia: disparos frecuentes","AP4_5_11","Numérico","1","0"
"Incivilidades en su colonia: disparos frecuentes","AP4_5_11","Numérico","1","1"
"Incivilidades en su colonia: prostitución","AP4_5_12","Numérico","1","0"
"Incivilidades en su colonia: prostitución","AP4_5_12","Numérico","1","1"
"Incivilidades en su colonia: secuestros","AP4_5_13","Numérico","1","0"
"Incivilidades en su colonia: secuestros","AP4_5_13","Numérico","1","1"
"Incivilidades en su colonia: homicidios","AP4_5_14","Numérico","1","0"
"Incivilidades en su colonia: homicidios","AP4_5_14","Numérico","1","1"
"Incivilidades en su colonia: extorsiones (cobro de piso)","AP4_5_15","Numérico","1","0"
"Incivilidades en su colonia: extorsiones (cobro de piso)","AP4_5_15","Numérico","1","1"
"Incivilidades en su colonia: robo o venta ilegal de gasolina o diésel (huachicol)","AP4_5_16","Numérico","1","0"
"Incivilidades en su colonia: robo o venta ilegal de gasolina o diésel (huachicol)","AP4_5_16","Numérico","1","1"
"Incivilidades en su colonia: tomas irregulares de luz(energía eléctrica) o diablitos","AP4_5_17","Numérico","1","0"
"Incivilidades en su colonia: tomas irregulares de luz(energía eléctrica) o diablitos","AP4_5_17","Numérico","1","1"
"Incivilidades en su colonia: ninguna","AP4_5_18","Numérico","1","0"
"Incivilidades en su colonia: ninguna","AP4_5_18","Numérico","1","1"
"Incivilidades en su colonia: no especificado","AP4_5_99","Numérico","1","0"
"Incivilidades en su colonia: no especificado","AP4_5_99","Numérico","1","1"
"Sensación de ser víctima de robo o asalto en la calle o transporte público","AP4_6_1","Numérico","1","1"
"Sensación de ser víctima de robo o asalto en la calle o transporte público","AP4_6_1","Numérico","1","2"
"Sensación de ser víctima de robo o asalto en la calle o transporte público","AP4_6_1","Numérico","1","3"
"Sensación de ser víctima de robo o asalto en la calle o transporte público","AP4_6_1","Numérico","1","9"
"Sensación de ser víctima de lesiones por agresión física","AP4_6_2","Numérico","1","1"
"Sensación de ser víctima de lesiones por agresión física","AP4_6_2","Numérico","1","2"
"Sensación de ser víctima de lesiones por agresión física","AP4_6_2","Numérico","1","3"
"Sensación de ser víctima de lesiones por agresión física","AP4_6_2","Numérico","1","9"
"Sensación de ser víctima de extorsión o secuestro","AP4_6_3","Numérico","1","1"
"Sensación de ser víctima de extorsión o secuestro","AP4_6_3","Numérico","1","2"
"Sensación de ser víctima de extorsión o secuestro","AP4_6_3","Numérico","1","3"
"Sensación de ser víctima de extorsión o secuestro","AP4_6_3","Numérico","1","9"
"Percepción sobre tendencia de seguridad pública en su colonia o localidad","AP4_7_1","Numérico","1","1"
"Percepción sobre tendencia de seguridad pública en su colonia o localidad","AP4_7_1","Numérico","1","2"
"Percepción sobre tendencia de seguridad pública en su colonia o localidad","AP4_7_1","Numérico","1","3"
"Percepción sobre tendencia de seguridad pública en su colonia o localidad","AP4_7_1","Numérico","1","4"
"Percepción sobre tendencia de seguridad pública en su colonia o localidad","AP4_7_1","Numérico","1","9"
"Percepción sobre tendencia de seguridad pública en su estado","AP4_7_2","Numérico","1","1"
"Percepción sobre tendencia de seguridad pública en su estado","AP4_7_2","Numérico","1","2"
"Percepción sobre tendencia de seguridad pública en su estado","AP4_7_2","Numérico","1","3"
"Percepción sobre tendencia de seguridad pública en su estado","AP4_7_2","Numérico","1","4"
"Percepción sobre tendencia de seguridad pública en su estado","AP4_7_2","Numérico","1","9"
"Percepción sobre tendencia de seguridad pública en su país","AP4_7_3","Numérico","1","1"
"Percepción sobre tendencia de seguridad pública en su país","AP4_7_3","Numérico","1","2"
"Percepción sobre tendencia de seguridad pública en su país","AP4_7_3","Numérico","1","3"
"Percepción sobre tendencia de seguridad pública en su país","AP4_7_3","Numérico","1","4"
"Percepción sobre tendencia de seguridad pública en su país","AP4_7_3","Numérico","1","9"
"Problemas en su colonia: falta de alumbrado público","AP4_8_1","Numérico","1","1"
"Problemas en su colonia: falta de alumbrado público","AP4_8_1","Numérico","1","2"
"Problemas en su colonia: falta de alumbrado público","AP4_8_1","Numérico","1","3"
"Problemas en su colonia: falta de alumbrado público","AP4_8_1","Numérico","1","9"
"Capacidad de organización para resolver falta de alumbrado","AP4_9_1","Numérico","1","1"
"Capacidad de organización para resolver falta de alumbrado","AP4_9_1","Numérico","1","2"
"Capacidad de organización para resolver falta de alumbrado","AP4_9_1","Numérico","1","9"
"Capacidad de organización para resolver falta de alumbrado","AP4_9_1","Numérico","1","b"
"Problemas en su colonia: falta de agua","AP4_8_2","Numérico","1","1"
"Problemas en su colonia: falta de agua","AP4_8_2","Numérico","1","2"
"Problemas en su colonia: falta de agua","AP4_8_2","Numérico","1","3"
"Problemas en su colonia: falta de agua","AP4_8_2","Numérico","1","9"
"Capacidad de organización para resolver falta de agua","AP4_9_2","Numérico","1","1"
"Capacidad de organización para resolver falta de agua","AP4_9_2","Numérico","1","2"
"Capacidad de organización para resolver falta de agua","AP4_9_2","Numérico","1","9"
"Capacidad de organización para resolver falta de agua","AP4_9_2","Numérico","1","b"
"Problemas en su colonia: baches o fugas de agua","AP4_8_3","Numérico","1","1"
"Problemas en su colonia: baches o fugas de agua","AP4_8_3","Numérico","1","2"
"Problemas en su colonia: baches o fugas de agua","AP4_8_3","Numérico","1","3"
"Problemas en su colonia: baches o fugas de agua","AP4_8_3","Numérico","1","9"
"Capacidad de organización para resolver baches o fugas de agua","AP4_9_3","Numérico","1","1"
"Capacidad de organización para resolver baches o fugas de agua","AP4_9_3","Numérico","1","2"
"Capacidad de organización para resolver baches o fugas de agua","AP4_9_3","Numérico","1","9"
"Capacidad de organización para resolver baches o fugas de agua","AP4_9_3","Numérico","1","b"
"Problemas en su colonia: pandillerismo violento","AP4_8_4","Numérico","1","1"
"Problemas en su colonia: pandillerismo violento","AP4_8_4","Numérico","1","2"
"Problemas en su colonia: pandillerismo violento","AP4_8_4","Numérico","1","3"
"Problemas en su colonia: pandillerismo violento","AP4_8_4","Numérico","1","9"
"Capacidad de organización para resolver pandillerismo violento ","AP4_9_4","Numérico","1","1"
"Capacidad de organización para resolver pandillerismo violento ","AP4_9_4","Numérico","1","2"
"Capacidad de organización para resolver pandillerismo violento ","AP4_9_4","Numérico","1","9"
"Capacidad de organización para resolver pandillerismo violento ","AP4_9_4","Numérico","1","b"
"Problemas en su colonia: robos","AP4_8_5","Numérico","1","1"
"Problemas en su colonia: robos","AP4_8_5","Numérico","1","2"
"Problemas en su colonia: robos","AP4_8_5","Numérico","1","3"
"Problemas en su colonia: robos","AP4_8_5","Numérico","1","9"
"Capacidad de organización para resolver robos","AP4_9_5","Numérico","1","1"
"Capacidad de organización para resolver robos","AP4_9_5","Numérico","1","2"
"Capacidad de organización para resolver robos","AP4_9_5","Numérico","1","9"
"Capacidad de organización para resolver robos","AP4_9_5","Numérico","1","b"
"Problemas en su colonia: delincuencia en alrededores de escuelas","AP4_8_6","Numérico","1","1"
"Problemas en su colonia: delincuencia en alrededores de escuelas","AP4_8_6","Numérico","1","2"
"Problemas en su colonia: delincuencia en alrededores de escuelas","AP4_8_6","Numérico","1","3"
"Problemas en su colonia: delincuencia en alrededores de escuelas","AP4_8_6","Numérico","1","9"
"Capacidad de organización para resolver delincuencia en alrededores de escuelas","AP4_9_6","Numérico","1","1"
"Capacidad de organización para resolver delincuencia en alrededores de escuelas","AP4_9_6","Numérico","1","2"
"Capacidad de organización para resolver delincuencia en alrededores de escuelas","AP4_9_6","Numérico","1","9"
"Capacidad de organización para resolver delincuencia en alrededores de escuelas","AP4_9_6","Numérico","1","b"
"Dejar de salir de noche por temor a ser víctima","AP4_10_01","Numérico","1","1"
"Dejar de salir de noche por temor a ser víctima","AP4_10_01","Numérico","1","2"
"Dejar de salir de noche por temor a ser víctima","AP4_10_01","Numérico","1","3"
"Dejar de salir de noche por temor a ser víctima","AP4_10_01","Numérico","1","9"
"Dejar de permitir a menores salir solos(as) por temor a ser víctima","AP4_10_02","Numérico","1","1"
"Dejar de permitir a menores salir solos(as) por temor a ser víctima","AP4_10_02","Numérico","1","2"
"Dejar de permitir a menores salir solos(as) por temor a ser víctima","AP4_10_02","Numérico","1","3"
"Dejar de permitir a menores salir solos(as) por temor a ser víctima","AP4_10_02","Numérico","1","9"
"Dejar de visitar parientes o amigos(as) por temor a ser víctima","AP4_10_03","Numérico","1","1"
"Dejar de visitar parientes o amigos(as) por temor a ser víctima","AP4_10_03","Numérico","1","2"
"Dejar de visitar parientes o amigos(as) por temor a ser víctima","AP4_10_03","Numérico","1","3"
"Dejar de visitar parientes o amigos(as) por temor a ser víctima","AP4_10_03","Numérico","1","9"
"Dejar de tomar taxi por temor a ser víctima","AP4_10_04","Numérico","1","1"
"Dejar de tomar taxi por temor a ser víctima","AP4_10_04","Numérico","1","2"
"Dejar de tomar taxi por temor a ser víctima","AP4_10_04","Numérico","1","3"
"Dejar de tomar taxi por temor a ser víctima","AP4_10_04","Numérico","1","9"
"Dejar de usar transporte público por temor a ser víctima","AP4_10_05","Numérico","1","1"
"Dejar de usar transporte público por temor a ser víctima","AP4_10_05","Numérico","1","2"
"Dejar de usar transporte público por temor a ser víctima","AP4_10_05","Numérico","1","3"
"Dejar de usar transporte público por temor a ser víctima","AP4_10_05","Numérico","1","9"
"Dejar de llevar dinero en efectivo por temor a ser víctima","AP4_10_06","Numérico","1","1"
"Dejar de llevar dinero en efectivo por temor a ser víctima","AP4_10_06","Numérico","1","2"
"Dejar de llevar dinero en efectivo por temor a ser víctima","AP4_10_06","Numérico","1","3"
"Dejar de llevar dinero en efectivo por temor a ser víctima","AP4_10_06","Numérico","1","9"
"Dejar de ir a la escuela por temor a ser víctima","AP4_10_07","Numérico","1","1"
"Dejar de ir a la escuela por temor a ser víctima","AP4_10_07","Numérico","1","2"
"Dejar de ir a la escuela por temor a ser víctima","AP4_10_07","Numérico","1","3"
"Dejar de ir a la escuela por temor a ser víctima","AP4_10_07","Numérico","1","9"
"Dejar de ir al cine o teatro por temor a ser víctima","AP4_10_08","Numérico","1","1"
"Dejar de ir al cine o teatro por temor a ser víctima","AP4_10_08","Numérico","1","2"
"Dejar de ir al cine o teatro por temor a ser víctima","AP4_10_08","Numérico","1","3"
"Dejar de ir al cine o teatro por temor a ser víctima","AP4_10_08","Numérico","1","9"
"Dejar de salir a caminar por temor a ser víctima","AP4_10_09","Numérico","1","1"
"Dejar de salir a caminar por temor a ser víctima","AP4_10_09","Numérico","1","2"
"Dejar de salir a caminar por temor a ser víctima","AP4_10_09","Numérico","1","3"
"Dejar de salir a caminar por temor a ser víctima","AP4_10_09","Numérico","1","9"
"Dejar de usar joyas por temor a ser víctima","AP4_10_10","Numérico","1","1"
"Dejar de usar joyas por temor a ser víctima","AP4_10_10","Numérico","1","2"
"Dejar de usar joyas por temor a ser víctima","AP4_10_10","Numérico","1","3"
"Dejar de usar joyas por temor a ser víctima","AP4_10_10","Numérico","1","9"
"Dejar de salir a comer o cenar por temor a ser víctima","AP4_10_11","Numérico","1","1"
"Dejar de salir a comer o cenar por temor a ser víctima","AP4_10_11","Numérico","1","2"
"Dejar de salir a comer o cenar por temor a ser víctima","AP4_10_11","Numérico","1","3"
"Dejar de salir a comer o cenar por temor a ser víctima","AP4_10_11","Numérico","1","9"
"Dejar de llevar tarjeta de crédito o débito por temor a ser víctima","AP4_10_12","Numérico","1","1"
"Dejar de llevar tarjeta de crédito o débito por temor a ser víctima","AP4_10_12","Numérico","1","2"
"Dejar de llevar tarjeta de crédito o débito por temor a ser víctima","AP4_10_12","Numérico","1","3"
"Dejar de llevar tarjeta de crédito o débito por temor a ser víctima","AP4_10_12","Numérico","1","9"
"Dejar de ir al estadio por temor a ser víctima","AP4_10_13","Numérico","1","1"
"Dejar de ir al estadio por temor a ser víctima","AP4_10_13","Numérico","1","2"
"Dejar de ir al estadio por temor a ser víctima","AP4_10_13","Numérico","1","3"
"Dejar de ir al estadio por temor a ser víctima","AP4_10_13","Numérico","1","9"
"Dejar de frecuentar centros comerciales por temor a ser víctima","AP4_10_14","Numérico","1","1"
"Dejar de frecuentar centros comerciales por temor a ser víctima","AP4_10_14","Numérico","1","2"
"Dejar de frecuentar centros comerciales por temor a ser víctima","AP4_10_14","Numérico","1","3"
"Dejar de frecuentar centros comerciales por temor a ser víctima","AP4_10_14","Numérico","1","9"
"Dejar de viajar por carretera por temor a ser víctima","AP4_10_15","Numérico","1","1"
"Dejar de viajar por carretera por temor a ser víctima","AP4_10_15","Numérico","1","2"
"Dejar de viajar por carretera por temor a ser víctima","AP4_10_15","Numérico","1","3"
"Dejar de viajar por carretera por temor a ser víctima","AP4_10_15","Numérico","1","9"
"Dejar de llevar teléfono móvil o celular por temor a ser víctima","AP4_10_16","Numérico","1","1"
"Dejar de llevar teléfono móvil o celular por temor a ser víctima","AP4_10_16","Numérico","1","2"
"Dejar de llevar teléfono móvil o celular por temor a ser víctima","AP4_10_16","Numérico","1","3"
"Dejar de llevar teléfono móvil o celular por temor a ser víctima","AP4_10_16","Numérico","1","9"
"Medidas de protección contra delincuencia: cambiar o reforzar puertas o ventanas","AP4_11_01","Numérico","1","1"
"Medidas de protección contra delincuencia: cambiar o reforzar puertas o ventanas","AP4_11_01","Numérico","1","2"
"Medidas de protección contra delincuencia: cambiar o reforzar puertas o ventanas","AP4_11_01","Numérico","1","9"
"Medidas de protección contra delincuencia: cambiar, colocar o reforzar cerraduras y/o candados","AP4_11_02","Numérico","1","1"
"Medidas de protección contra delincuencia: cambiar, colocar o reforzar cerraduras y/o candados","AP4_11_02","Numérico","1","2"
"Medidas de protección contra delincuencia: cambiar, colocar o reforzar cerraduras y/o candados","AP4_11_02","Numérico","1","9"
"Medidas de protección contra delincuencia: colocar o reforzar rejas o bardas","AP4_11_03","Numérico","1","1"
"Medidas de protección contra delincuencia: colocar o reforzar rejas o bardas","AP4_11_03","Numérico","1","2"
"Medidas de protección contra delincuencia: colocar o reforzar rejas o bardas","AP4_11_03","Numérico","1","9"
"Medidas de protección contra delincuencia: instalar alarmas y/o videocámaras de vigilancia","AP4_11_04","Numérico","1","1"
"Medidas de protección contra delincuencia: instalar alarmas y/o videocámaras de vigilancia","AP4_11_04","Numérico","1","2"
"Medidas de protección contra delincuencia: instalar alarmas y/o videocámaras de vigilancia","AP4_11_04","Numérico","1","9"
"Medidas de protección contra delincuencia: contratar vigilancia privada en la calle o colonia","AP4_11_05","Numérico","1","1"
"Medidas de protección contra delincuencia: contratar vigilancia privada en la calle o colonia","AP4_11_05","Numérico","1","2"
"Medidas de protección contra delincuencia: contratar vigilancia privada en la calle o colonia","AP4_11_05","Numérico","1","9"
"Medidas de protección contra delincuencia: realizar acciones conjuntas con sus vecinos(as)","AP4_11_06","Numérico","1","1"
"Medidas de protección contra delincuencia: realizar acciones conjuntas con sus vecinos(as)","AP4_11_06","Numérico","1","2"
"Medidas de protección contra delincuencia: realizar acciones conjuntas con sus vecinos(as)","AP4_11_06","Numérico","1","9"
"Medidas de protección contra delincuencia: contratar seguros","AP4_11_07","Numérico","1","1"
"Medidas de protección contra delincuencia: contratar seguros","AP4_11_07","Numérico","1","2"
"Medidas de protección contra delincuencia: contratar seguros","AP4_11_07","Numérico","1","9"
"Medidas de protección contra delincuencia: comprar un perro guardián","AP4_11_08","Numérico","1","1"
"Medidas de protección contra delincuencia: comprar un perro guardián","AP4_11_08","Numérico","1","2"
"Medidas de protección contra delincuencia: comprar un perro guardián","AP4_11_08","Numérico","1","9"
"Medidas de protección contra delincuencia: adquirir armas de fuego","AP4_11_09","Numérico","1","1"
"Medidas de protección contra delincuencia: adquirir armas de fuego","AP4_11_09","Numérico","1","2"
"Medidas de protección contra delincuencia: adquirir armas de fuego","AP4_11_09","Numérico","1","9"
"Medidas de protección contra delincuencia: cambiarse de vivienda o lugar de residencia","AP4_11_10","Numérico","1","1"
"Medidas de protección contra delincuencia: cambiarse de vivienda o lugar de residencia","AP4_11_10","Numérico","1","2"
